ExperimentTitle,SampleName,SampleDescription,SequencingDate,FileName,FileLocation
Seasonal Root and Needle Transcriptomics 2012,P7151_341,Roots.Control.Late_June.6A,2017-06-13,P7151_341_S10_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_341/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_342,Roots.Control.Late_June.6A,2017-06-13,P7151_342_S11_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_342/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_342,Roots.Control.Late_June.6A,2017-06-13,P7151_342_S11_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_342/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_343,Roots.Control.August.6A,2017-06-13,P7151_343_S12_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_343/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_343,Roots.Control.August.6A,2017-06-13,P7151_343_S12_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_343/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_344,Roots.Control.August.6A,2017-06-13,P7151_344_S64_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_344/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_344,Roots.Control.August.6A,2017-06-13,P7151_344_S64_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_344/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_345,Roots.Control.August.6A,2017-06-13,P7151_345_S65_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_345/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_345,Roots.Control.August.6A,2017-06-13,P7151_345_S65_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_345/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_346,Roots.Control.October.6A,2017-06-13,P7151_346_S66_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_346/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_346,Roots.Control.October.6A,2017-06-13,P7151_346_S66_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_346/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_347,Roots.Control.October.6A,2017-06-13,P7151_347_S67_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_347/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_347,Roots.Control.October.6A,2017-06-13,P7151_347_S67_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_347/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_348,Roots.Control.October.6A,2017-06-13,P7151_348_S68_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_348/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_348,Roots.Control.October.6A,2017-06-13,P7151_348_S68_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_348/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_349,Roots.25_year.Early_June.7A,2017-06-13,P7151_349_S45_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_349/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_349,Roots.25_year.Early_June.7A,2017-06-13,P7151_349_S45_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_349/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_350,Roots.25_year.Early_June.7A,2017-06-13,P7151_350_S46_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_350/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_350,Roots.25_year.Early_June.7A,2017-06-13,P7151_350_S46_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_350/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_351,Roots.25_year.Early_June.7A,2017-06-13,P7151_351_S47_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_351/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_351,Roots.25_year.Early_June.7A,2017-06-13,P7151_351_S47_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_351/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_352,Roots.25_year.Late_June.7A,2017-06-13,P7151_352_S72_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_352/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_352,Roots.25_year.Late_June.7A,2017-06-13,P7151_352_S72_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_352/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_353,Roots.25_year.Late_June.7A,2017-06-13,P7151_353_S73_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_353/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_353,Roots.25_year.Late_June.7A,2017-06-13,P7151_353_S73_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_353/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_354,Roots.25_year.Late_June.7A,2017-06-13,P7151_354_S74_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_354/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_354,Roots.25_year.Late_June.7A,2017-06-13,P7151_354_S74_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_354/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_355,Roots.25_year.August.7A,2017-06-13,P7151_355_S75_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_355/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_355,Roots.25_year.August.7A,2017-06-13,P7151_355_S75_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_355/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_356,Roots.25_year.August.7A,2017-06-13,P7151_356_S76_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_356/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_356,Roots.25_year.August.7A,2017-06-13,P7151_356_S76_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_356/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_357,Roots.25_year.August.7A,2017-06-13,P7151_357_S48_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_357/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_357,Roots.25_year.August.7A,2017-06-13,P7151_357_S48_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_357/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_358,Roots.25_year.October.7A,2017-06-13,P7151_358_S49_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_358/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_358,Roots.25_year.October.7A,2017-06-13,P7151_358_S49_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_358/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_359,Roots.25_year.October.7A,2017-06-13,P7151_359_S50_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_359/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_359,Roots.25_year.October.7A,2017-06-13,P7151_359_S50_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_359/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_360,Roots.25_year.October.7A,2017-06-13,P7151_360_S77_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_360/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_360,Roots.25_year.October.7A,2017-06-13,P7151_360_S77_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_360/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_361,Roots.5_year.Early_June.12B,2017-06-13,P7151_361_S78_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_361/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_361,Roots.5_year.Early_June.12B,2017-06-13,P7151_361_S78_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_361/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_362,Roots.5_year.Early_June.12B,2017-06-13,P7151_362_S79_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_362/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_362,Roots.5_year.Early_June.12B,2017-06-13,P7151_362_S79_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_362/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_363,Roots.5_year.Early_June.12B,2017-06-13,P7151_363_S80_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_363/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_363,Roots.5_year.Early_June.12B,2017-06-13,P7151_363_S80_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_363/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_364,Roots.5_year.Late_June.12B,2017-06-13,P7151_364_S81_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_364/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_364,Roots.5_year.Late_June.12B,2017-06-13,P7151_364_S81_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_364/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_365,Roots.5_year.Late_June.12B,2017-06-13,P7151_365_S51_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_365/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_365,Roots.5_year.Late_June.12B,2017-06-13,P7151_365_S51_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_365/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_366,Roots.5_year.Late_June.12B,2017-06-13,P7151_366_S52_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_366/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_366,Roots.5_year.Late_June.12B,2017-06-13,P7151_366_S52_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_366/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_367,Roots.5_year.August.12B,2017-06-13,P7151_367_S53_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_367/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_367,Roots.5_year.August.12B,2017-06-13,P7151_367_S53_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_367/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_368,Roots.5_year.August.12B,2017-06-13,P7151_368_S82_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_368/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_368,Roots.5_year.August.12B,2017-06-13,P7151_368_S82_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_368/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_369,Roots.5_year.August.12B,2017-06-13,P7151_369_S83_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_369/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_369,Roots.5_year.August.12B,2017-06-13,P7151_369_S83_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_369/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_370,Roots.5_year.October.12B,2017-06-13,P7151_370_S84_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_370/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_370,Roots.5_year.October.12B,2017-06-13,P7151_370_S84_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_370/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_371,Roots.5_year.October.12B,2017-06-13,P7151_371_S85_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_371/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_371,Roots.5_year.October.12B,2017-06-13,P7151_371_S85_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_371/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_372,Roots.5_year.October.12B,2017-06-13,P7151_372_S86_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_372/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_372,Roots.5_year.October.12B,2017-06-13,P7151_372_S86_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_372/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_373,Roots.25_year.Early_June.13B,2017-06-13,P7151_373_S69_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_373/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_373,Roots.25_year.Early_June.13B,2017-06-13,P7151_373_S69_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_373/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_374,Roots.25_year.Early_June.13B,2017-06-13,P7151_374_S70_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_374/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_374,Roots.25_year.Early_June.13B,2017-06-13,P7151_374_S70_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_374/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_375,Roots.25_year.Early_June.13B,2017-06-13,P7151_375_S71_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_375/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_375,Roots.25_year.Early_June.13B,2017-06-13,P7151_375_S71_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_375/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_376,Roots.25_year.Late_June.13B,2017-06-13,P7151_376_S90_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_376/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_376,Roots.25_year.Late_June.13B,2017-06-13,P7151_376_S90_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_376/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_377,Roots.25_year.Late_June.13B,2017-06-13,P7151_377_S91_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_377/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_377,Roots.25_year.Late_June.13B,2017-06-13,P7151_377_S91_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_377/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_378,Roots.25_year.Late_June.13B,2017-06-13,P7151_378_S87_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_378/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_378,Roots.25_year.Late_June.13B,2017-06-13,P7151_378_S87_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_378/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_379,Roots.25_year.August.13A,2017-06-13,P7151_379_S88_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_379/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_379,Roots.25_year.August.13A,2017-06-13,P7151_379_S88_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_379/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_380,Roots.25_year.August.13A,2017-06-13,P7151_380_S89_L005_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_380/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_380,Roots.25_year.August.13A,2017-06-13,P7151_380_S89_L005_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_380/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_381,Roots.25_year.August.13A,2017-06-13,P7151_381_S92_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_381/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_381,Roots.25_year.August.13A,2017-06-13,P7151_381_S92_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_381/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_382,Roots.25_year.October.13B,2017-06-13,P7151_382_S93_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_382/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_382,Roots.25_year.October.13B,2017-06-13,P7151_382_S93_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_382/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_383,Roots.25_year.October.13B,2017-06-13,P7151_383_S94_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_383/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_383,Roots.25_year.October.13B,2017-06-13,P7151_383_S94_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_383/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_384,Roots.25_year.October.13B,2017-06-13,P7151_384_S95_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_384/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_384,Roots.25_year.October.13B,2017-06-13,P7151_384_S95_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_384/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_385,Roots.Control.Early_June.14A,2017-06-13,P7151_385_S96_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_385/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_385,Roots.Control.Early_June.14A,2017-06-13,P7151_385_S96_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_385/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_386,Roots.Control.Early_June.14A,2017-06-13,P7151_386_S97_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_386/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_386,Roots.Control.Early_June.14A,2017-06-13,P7151_386_S97_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_386/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_387,Roots.Control.Early_June.14A,2017-06-13,P7151_387_S98_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_387/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_387,Roots.Control.Early_June.14A,2017-06-13,P7151_387_S98_L006_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_387/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_388,Roots.Control.Late_June.14A,2017-06-13,P7151_388_S99_L006_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_388/02-FASTQ/170613_D00483_0221_BCB18HANXX
